"Colaborador","Roles","Sexo.x","PaisOrigen.x","Nacimiento.x","Muerte.x","NombreR","Titulo","Fecha.ISO","Tipo","CantidadPaginas","Traduccion","Traductor"
"Mockel, Albert","Creador","M","Bélgica","1866","1945","Revista Contemporánea. Publicación mensual","Historia del príncipe Feragator y de Zoziana su amiga","1905-03-01","Prosa Ficción",5.7,"Sí",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-03-01","Imagen",0.3,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Cartas que no llegaron","1905-03-01","Reseña",5.7,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-03-01","Imagen",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Un apóstol de la revolución rusa. Gregori Gapón","1905-03-01","Prosa No Ficción",3,"No",NA
"Duque Uribe, Rafael","Creador","M","Colombia","","1862","Revista Contemporánea. Publicación mensual","Les arts de la vie","1905-03-01","Prosa No Ficción",7.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-03-01","Prosa No Ficción",1.3,"No",NA
"Nordau, Max","Creador","M","Hungría","1849","1923","Revista Contemporánea. Publicación mensual","Max Nordau. Una carta","1905-03-01","Prosa No Ficción",1.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Un poeta venezolano","1905-03-01","Prosa No Ficción",0.5,"No",NA
"Fernández García, Alejandro","Creador","M","Venezuela","1876","1939","Revista Contemporánea. Publicación mensual","El dolor del agua","1905-03-01","Poesía",0.5,"No",NA
"Fernández García, Alejandro","Creador","M","Venezuela","1876","1939","Revista Contemporánea. Publicación mensual","Los colibríes","1905-03-01","Poesía",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Índice de autores del volumen 1","1905-03-01","Prosa No Ficción",3.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Índice de materias","1905-03-01","Prosa No Ficción",4.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-03-01","Publicidad",2,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Revista Contemporánea. Publicación mensual","1905-04-01","Prosa No Ficción",2,"No",NA
"Posada, Eduardo","Creador","M","Colombia","1862","1942","Revista Contemporánea. Publicación mensual","Palacio Virreinal","1905-04-01","Prosa No Ficción",16,"No",NA
"Martínez Sierra, Gregorio","Creador","M","España","1881","1947","Revista Contemporánea. Publicación mensual","La humilde verdad","1905-04-01","Prosa Ficción",15,"No",NA
"Grillo, Maximiliano","Creador","M","Colombia","1868","1949","Revista Contemporánea. Publicación mensual","Psicología del impresionismo","1905-04-01","Prosa No Ficción",4.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-04-01","Imagen",0.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-04-01","Imagen",0.3,"No",NA
"Sánchez, Alberto","Creador","M","Colombia","","","Revista Contemporánea. Publicación mensual","Armonía véspera. El espíritu de las lilas de agua","1905-04-01","Poesía",0.7,"No",NA
"García Calvo, Federico","Creador","M","España","","","Revista Contemporánea. Publicación mensual","Lombroso y el espiritismo","1905-04-01","Prosa No Ficción",7.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-04-01","Imagen",0.5,"No",NA
"Gómez Jaime, Alfredo","Creador","M","Colombia","1878","1946","Revista Contemporánea. Publicación mensual","Sueño blanco","1905-04-01","Poesía",2.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-04-01","Imagen",0.5,"No",NA
"Manrique, Juan E.","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Discurso de apertura","1905-04-01","Prosa No Ficción",10,"No",NA
"Toudouze, Georges-Gustave","Creador","M","Francia","1877","1972","Revista Contemporánea. Publicación mensual","Las tres rivales del mediterraneo occidental. (Marsella, Génova, Barcelona)","1905-04-01","Prosa Ficción",12,"Sí",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Tierra baja","1905-04-01","Prosa No Ficción",2.5,"No",NA
"Anónimo","Reseñista",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Revista del Colegio Mayor de Nuestra Señora del Rosario","1905-04-01","Reseña de revista",2.5,"No",NA
"Grillo, Maximiliano","Creador","M","Colombia","1868","1949","Revista Contemporánea. Publicación mensual","Santo Tomás y Averroes","1905-04-01","Prosa No Ficción",3,"No",NA
"Duque Uribe, Rafael","Reseñista","M","Colombia","","1862","Revista Contemporánea. Publicación mensual","La nave","1905-04-01","Reseña",2.5,"No",NA
"Grillo, Maximiliano","Reseñista","M","Colombia","1868","1949","Revista Contemporánea. Publicación mensual","Impresiones rápidas","1905-04-01","Reseña",4,"No",NA
"Ortega, Alfredo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Ruinas","1905-04-01","Poesía",1.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Vargas Vila y su obra","1905-04-01","Prosa No Ficción",3.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","De la Cruzada de los Niños","1905-04-01","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-04-01","Prosa No Ficción",0.8,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-04-01","Publicidad",2,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Revista Contemporánea. Publicación mensual","1905-05-01","Prosa No Ficción",2,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Rafael M. merchán","1905-05-01","Prosa No Ficción",12,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.3,"No",NA
"Hinestroza Daza, Ricardo","Creador","M","Colombia","1874","1963","Revista Contemporánea. Publicación mensual","Psicología zoológica","1905-05-01","Prosa No Ficción",2.7,"No",NA
"Grant, Allen","Creador","M","Canada","1848","1899","Revista Contemporánea. Publicación mensual","Psicología de la mariposa (I)","1905-05-01","Prosa No Ficción",6.5,"Sí","Hinestroz Daza, Ricardo"
"Grant, Allen","Creador","M","Canada","1848","1899","Revista Contemporánea. Publicación mensual","Estética de la mariposa (I)","1905-05-01","Prosa No Ficción",4,"Sí","Hinestroz Daza, Ricardo"
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.5,"No",NA
"Carrasquilla L., Juan de Dios","Creador","M","Colombia","1833","1908","Revista Contemporánea. Publicación mensual","Estudios prehistóricos (II). Orogenia","1905-05-01","Prosa No Ficción",13,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.3,"No",NA
"Valencia, Francisco","Creador","M","Colombia","","1932","Revista Contemporánea. Publicación mensual","Pecadora","1905-05-01","Poesía",1.7,"No",NA
"Arce, Julio César","Creador","M","Colombia","1885","1927","Revista Contemporánea. Publicación mensual","La viajera de la noche","1905-05-01","Poesía",1.3,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.7,"No",NA
"Mikhaël, Efraín","Creador","M","Francia","1866","1890","Revista Contemporánea. Publicación mensual","Milagros","1905-05-01","Prosa Ficción",3.5,"Sí",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.5,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.3,"No",NA
"Sánchez, Alberto","Creador","M","Colombia","","","Revista Contemporánea. Publicación mensual","Notas de un impresionista","1905-05-01","Prosa No Ficción",3,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.7,"No",NA
"Pérez Triana, Santiago","Creador","M","Colombia","1858","1916","Revista Contemporánea. Publicación mensual","Apuntes internacionales. Devolución de banderas","1905-05-01","Prosa No Ficción",6,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.3,"No",NA
"Darío, Rubén","Creador","M","Nicaragua","1867","1916","Revista Contemporánea. Publicación mensual","Prólogo a un libro de Pérez Triana","1905-05-01","Prosa No Ficción",5.4,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Imagen",0.3,"No",NA
"Hinestroza Daza, Ricardo","Creador","M","Colombia","1874","1963","Revista Contemporánea. Publicación mensual","Revue Des Idées","1905-05-01","Prosa No Ficción",6,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","En el teatro Juan José","1905-05-01","Prosa No Ficción",3,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Centenario","1905-05-01","Prosa No Ficción",3.7,"No",NA
"Samper, Emilio","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Peligro amarillo","1905-05-01","Prosa No Ficción",1.5,"No",NA
"Anónimo","Reseñista",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","""Lecturas para el hogar""","1905-05-01","Reseña de revista",0.5,"No",NA
"Anónimo","Reseñista",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","El día literario","1905-05-01","Reseña de revista",0.3,"No",NA
"Anónimo","Reseñista",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Tierra de Jesús","1905-05-01","Reseña",1.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Prosa Ficción",2.1,"No",NA
"Gálvez, Manuel","Creador","M","Argentina","1882","1962","Revista Contemporánea. Publicación mensual","Inocencia","1905-05-01","Prosa No Ficción",3,"No",NA
"Ortega, Alfredo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Ruinas","1905-05-01","Prosa Ficción",1.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Prosa No Ficción",1.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-05-01","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","La Revue. Ancienne ""Revue des Revues""","1905-05-01","Publicidad",1,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Revista Contemporánea. Publicación mensual","1905-06-01","Prosa No Ficción",2,"No",NA
"Hinestroza Daza, Ricardo","Creador","M","Colombia","1874","1963","Revista Contemporánea. Publicación mensual","El impresionismo en Bogotá (I)","1905-06-01","Prosa No Ficción",31,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Imagen",0.3,"No",NA
"Jiménez, Juan Ramón","Creador","M","España","1881","1958","Revista Contemporánea. Publicación mensual","Por el sendero florido","1905-06-01","Poesía",2.4,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Imagen",0.3,"No",NA
"Martínez Sierra, Gregorio","Creador","M","España","1881","1947","Revista Contemporánea. Publicación mensual","Paisajes mudables","1905-06-01","Prosa Ficción",17,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Imagen",0.3,"No",NA
"García Ortiz, Laureano","Creador","M","Colombia","1867","1945","Revista Contemporánea. Publicación mensual","Grata memoria","1905-06-01","Prosa Ficción",9.7,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Imagen",0.3,"No",NA
"Posada, Eduardo","Creador","M","Colombia","1862","1942","Revista Contemporánea. Publicación mensual","Palacio presidencial","1905-06-01","Prosa No Ficción",6.7,"No",NA
"Díaz Romero, Eugenio","Creador","M","Argentina","1877","1927","Revista Contemporánea. Publicación mensual","Amori et Dolori sacrum","1905-06-01","Poesía",6.4,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Imagen",0.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","En brindis de Irving","1905-06-01","Prosa No Ficción",2.7,"No",NA
"Duque Uribe, Rafael","Creador","M","Colombia","","1862","Revista Contemporánea. Publicación mensual","Música","1905-06-01","Prosa No Ficción",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Flórez en Caracas","1905-06-01","Prosa No Ficción",1.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Prosa No Ficción",0.4,"No",NA
"Anónimo","Reseñista",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Revista Moderna de México","1905-06-01","Reseña de revista",1,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Civilización Cristiana","1905-06-01","Prosa Ficción",2.1,"No",NA
"Duque Uribe, Rafael","Creador","M","Colombia","","1862","Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Prosa No Ficción",1.5,"No",NA
"Grillo, Maximiliano","Reseñista","M","Colombia","1868","1949","Revista Contemporánea. Publicación mensual","Puñao de rosas","1905-06-01","Reseña",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-06-01","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","La Revue. Ancienne ""Revue des Revues""","1905-06-01","Publicidad",1,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Revista Contemporánea. Publicación mensual","1905-07-01","Prosa No Ficción",2,"No",NA
"Carrasquilla L., Juan de Dios","Creador","M","Colombia","1833","1908","Revista Contemporánea. Publicación mensual","Estudios prehistóricos (III). La Cordillera de los Andes","1905-07-01","Prosa No Ficción",7,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Grillo, Maximiliano","Creador","M","Colombia","1868","1949","Revista Contemporánea. Publicación mensual","Cuento breve.Felipín","1905-07-01","Prosa Ficción",6.7,"No",NA
"Uribe Holguín, Guillermo","Creador","M","Colombia","1880","1971","Revista Contemporánea. Publicación mensual","Sobre música","1905-07-01","Prosa No Ficción",11,"No",NA
"Londoño, Víctor Manuel","Creador","M","Colombia","1876","1936","Revista Contemporánea. Publicación mensual","Visión trágica","1905-07-01","Poesía",1.7,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Acosta, Javier","Creador","M","Colombia","","","Revista Contemporánea. Publicación mensual","Invocación","1905-07-01","Poesía",1.4,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Acosta, Javier","Creador","M","Colombia","","","Revista Contemporánea. Publicación mensual","Priére. Á Notre-Dame La lune","1905-07-01","Poesía",1,"No",NA
"Villegas, Luis Eduardo","Creador","M","Colombia","1848","1915","Revista Contemporánea. Publicación mensual","Cuestiones gramaticales","1905-07-01","Prosa No Ficción",10.5,"No",NA
"Cuervo, Rufino José","Creador","M","Colombia","1844","1911","Revista Contemporánea. Publicación mensual","""Paris, 7 de diciembre de 1898""2, Rue Largilliére""","1905-07-01","Prosa No Ficción",1,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.5,"No",NA
"Sánchez, Alberto","Creador","M","Colombia","","","Revista Contemporánea. Publicación mensual","Notas de un impresionista","1905-07-01","Prosa No Ficción",3,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Valencia, Francisco","Creador","M","Colombia","","1932","Revista Contemporánea. Publicación mensual","Los bárbaros","1905-07-01","Poesía",2.7,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Pérez Monosalva, Santiago","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","Vivo o muerto","1905-07-01","Prosa No Ficción",21.4,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual",NA,"1905-07-01","Imagen",0.3,"No",NA
"Valencia, Guillermo","Creador","M","Colombia","1873","1943","Revista Contemporánea. Publicación mensual","Telepatía","1905-07-01","Poesía",0.7,"No",NA
"Paillié, Francisco A.","Creador","M","Colombia","1881","","Revista Contemporánea. Publicación mensual","Estados del alma","1905-07-01","Prosa Ficción",2,"No",NA
"Duque Uribe, Rafael","Creador","M","Colombia","","1862","Revista Contemporánea. Publicación mensual","Música","1905-07-01","Prosa No Ficción",2,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","El honor militar","1905-07-01","Prosa No Ficción",2,"No",NA
"Bueno, Manuel","Creador",NA,NA,NA,NA,"Revista Contemporánea. Publicación mensual","D. Juan Valera","1905-07-01","Prosa No Ficción",3.7,"No",NA
"Sanín Cano, Baldomero","Director","M","Colombia","1861","1957","Revista Contemporánea. Publicación mensual","Guerra ruso-japonesa","1905-07-01","Prosa No Ficción",2.6,"No",NA
